day_of_week,hour,casual,registered,measurement_type,value
Thursday,2,3.0,8.0,count,11
Thursday,3,2.0,7.0,count,9
Thursday,4,1.0,4.0,count,5
Thursday,5,2.0,23.0,count,25
Thursday,6,5.0,101.0,count,106
Thursday,7,15.0,292.0,count,307
Thursday,8,29.0,361.0,count,390
Thursday,9,31.0,166.0,count,197
Thursday,10,36.0,96.0,count,132
Thursday,11,59.0,128.0,count,187
Thursday,12,50.0,164.0,count,214
Thursday,13,51.0,166.0,count,217
Thursday,14,39.0,103.0,count,142
Thursday,15,52.0,126.0,count,178
Thursday,16,57.0,241.0,count,298
Thursday,17,96.0,486.0,count,582
Thursday,18,74.0,497.0,count,571
Thursday,19,48.0,323.0,count,371
Thursday,20,56.0,232.0,count,288
Thursday,21,35.0,171.0,count,206
Thursday,22,34.0,123.0,count,157
Thursday,23,22.0,105.0,count,127
Friday,0,12.0,53.0,count,65
Friday,1,4.0,19.0,count,23
Friday,2,0.0,15.0,count,15
Friday,3,0.0,9.0,count,9
Friday,4,0.0,5.0,count,5
Friday,5,2.0,24.0,count,26
Friday,6,3.0,73.0,count,76
Friday,7,17.0,247.0,count,264
Friday,8,29.0,397.0,count,426
Friday,9,27.0,178.0,count,205
Friday,10,44.0,86.0,count,130
Friday,11,48.0,108.0,count,156
Friday,12,55.0,167.0,count,222
Friday,13,74.0,179.0,count,253
Friday,14,51.0,135.0,count,186
Friday,15,59.0,190.0,count,249
Friday,16,68.0,266.0,count,334
Friday,17,93.0,423.0,count,516
Friday,18,89.0,376.0,count,465
Friday,19,101.0,284.0,count,385
Friday,20,77.0,210.0,count,287
Friday,21,73.0,153.0,count,226
Friday,22,74.0,157.0,count,231
Friday,23,51.0,100.0,count,151
Saturday,0,15.0,69.0,count,84
Saturday,1,13.0,64.0,count,77
Saturday,2,16.0,58.0,count,74
Saturday,3,9.0,18.0,count,27
Saturday,4,5.0,5.0,count,10
Saturday,5,3.0,15.0,count,18
Saturday,6,3.0,19.0,count,22
Saturday,7,10.0,34.0,count,44
Saturday,8,28.0,90.0,count,118
Saturday,9,70.0,138.0,count,208
Saturday,10,97.0,163.0,count,260
Saturday,11,122.0,192.0,count,314
Saturday,12,175.0,246.0,count,421
Saturday,13,61.0,92.0,count,153
Saturday,14,113.0,146.0,count,259
Saturday,15,150.0,208.0,count,358
Saturday,16,148.0,133.0,count,281
Saturday,17,97.0,172.0,count,269
Saturday,18,123.0,169.0,count,292
Saturday,19,67.0,170.0,count,237
Saturday,20,78.0,105.0,count,183
Saturday,21,40.0,127.0,count,167
Saturday,22,36.0,118.0,count,154
Saturday,23,25.0,95.0,count,120
Sunday,0,19.0,71.0,count,90
Sunday,1,16.0,57.0,count,73
Sunday,2,13.0,49.0,count,62
Sunday,3,5.0,22.0,count,27
Sunday,4,1.0,2.0,count,3
Sunday,5,1.0,9.0,count,10
Sunday,6,2.0,4.0,count,6
Sunday,7,4.0,20.0,count,24
Sunday,8,20.0,21.0,count,41
Sunday,9,27.0,76.0,count,103
Sunday,10,67.0,116.0,count,183
Sunday,11,81.0,117.0,count,198
Sunday,12,98.0,183.0,count,281
Sunday,13,144.0,233.0,count,377
Sunday,14,126.0,244.0,count,370
Sunday,15,128.0,203.0,count,331
Sunday,16,116.0,176.0,count,292
Sunday,17,133.0,196.0,count,329
Sunday,18,125.0,222.0,count,347
Sunday,19,75.0,184.0,count,259
Sunday,20,67.0,126.0,count,193
Sunday,21,51.0,104.0,count,155
Sunday,22,14.0,25.0,count,39
Sunday,23,5.0,22.0,count,27
Monday,0,7.0,18.0,count,25
Monday,1,1.0,9.0,count,10
Monday,2,0.0,3.0,count,3
Monday,3,1.0,6.0,count,7
Monday,4,1.0,4.0,count,5
Monday,5,3.0,14.0,count,17
Monday,6,3.0,87.0,count,90
Monday,7,10.0,248.0,count,258
Monday,8,29.0,326.0,count,355
Monday,9,52.0,170.0,count,222
Monday,10,54.0,87.0,count,141
Monday,11,41.0,112.0,count,153
Monday,12,62.0,116.0,count,178
Monday,13,53.0,140.0,count,193
Monday,14,56.0,95.0,count,151
Monday,15,49.0,133.0,count,182
Monday,16,58.0,225.0,count,283
Monday,17,59.0,471.0,count,530
Monday,18,70.0,413.0,count,483
Monday,19,54.0,343.0,count,397
Monday,20,45.0,240.0,count,285
Monday,21,34.0,150.0,count,184
Monday,22,22.0,76.0,count,98
Monday,23,11.0,77.0,count,88
Tuesday,0,8.0,23.0,count,31
Tuesday,1,4.0,12.0,count,16
Tuesday,2,1.0,3.0,count,4
Tuesday,3,1.0,5.0,count,6
Tuesday,4,0.0,5.0,count,5
Tuesday,5,1.0,29.0,count,30
Tuesday,6,4.0,115.0,count,119
Tuesday,7,18.0,328.0,count,346
Tuesday,8,24.0,417.0,count,441
Tuesday,9,27.0,171.0,count,198
Tuesday,10,28.0,83.0,count,111
Tuesday,11,40.0,110.0,count,150
Tuesday,12,42.0,120.0,count,162
Tuesday,13,45.0,147.0,count,192
Tuesday,14,65.0,117.0,count,182
Tuesday,15,36.0,123.0,count,159
Tuesday,16,55.0,248.0,count,303
Tuesday,17,75.0,525.0,count,600
Tuesday,18,54.0,516.0,count,570
Tuesday,19,56.0,320.0,count,376
Tuesday,20,48.0,232.0,count,280
Tuesday,21,38.0,177.0,count,215
Tuesday,22,31.0,121.0,count,152
Tuesday,23,20.0,57.0,count,77
Wednesday,0,8.0,16.0,count,24
Wednesday,1,2.0,12.0,count,14
Wednesday,2,0.0,6.0,count,6
Wednesday,3,1.0,4.0,count,5
Wednesday,4,0.0,5.0,count,5
Wednesday,5,0.0,28.0,count,28
Wednesday,6,4.0,101.0,count,105
Wednesday,7,12.0,296.0,count,308
Wednesday,8,35.0,452.0,count,487
Wednesday,9,31.0,178.0,count,209
Wednesday,10,27.0,91.0,count,118
Wednesday,11,20.0,108.0,count,128
Wednesday,12,26.0,163.0,count,189
Wednesday,13,38.0,138.0,count,176
Wednesday,14,54.0,138.0,count,192
Wednesday,15,42.0,117.0,count,159
Wednesday,16,62.0,238.0,count,300
Wednesday,17,46.0,506.0,count,552
Wednesday,18,86.0,470.0,count,556
Wednesday,19,50.0,297.0,count,347
Wednesday,20,37.0,243.0,count,280
Wednesday,21,38.0,192.0,count,230
Wednesday,22,29.0,142.0,count,171
Wednesday,23,20.0,85.0,count,105
Thursday,0,18.0,38.0,count,56
Thursday,1,13.0,11.0,count,24
Thursday,2,2.0,4.0,count,6
Thursday,3,0.0,6.0,count,6
Thursday,4,0.0,9.0,count,9
Thursday,5,0.0,27.0,count,27
Thursday,6,6.0,97.0,count,103
Thursday,7,19.0,289.0,count,308
Thursday,8,27.0,393.0,count,420
Thursday,9,42.0,186.0,count,228
Thursday,10,37.0,92.0,count,129
Thursday,11,44.0,97.0,count,141
Thursday,12,34.0,139.0,count,173
Thursday,13,33.0,154.0,count,187
Thursday,14,67.0,115.0,count,182
Thursday,15,56.0,118.0,count,174
Thursday,16,49.0,196.0,count,245
Thursday,17,44.0,365.0,count,409
Thursday,18,48.0,226.0,count,274
Thursday,19,26.0,115.0,count,141
Thursday,20,24.0,141.0,count,165
Thursday,21,12.0,137.0,count,149
Thursday,22,18.0,117.0,count,135
Thursday,23,20.0,94.0,count,114
Friday,0,9.0,53.0,count,62
Friday,1,1.0,19.0,count,20
Friday,2,0.0,8.0,count,8
Friday,3,2.0,1.0,count,3
Friday,4,1.0,7.0,count,8
Friday,5,1.0,16.0,count,17
Friday,6,2.0,91.0,count,93
Friday,7,12.0,251.0,count,263
Friday,8,30.0,368.0,count,398
Friday,9,31.0,187.0,count,218
Friday,10,57.0,108.0,count,165
Friday,11,45.0,120.0,count,165
Friday,12,54.0,168.0,count,222
Friday,13,63.0,169.0,count,232
Friday,14,78.0,142.0,count,220
Friday,15,66.0,156.0,count,222
Friday,16,66.0,261.0,count,327
Friday,17,85.0,442.0,count,527
Friday,18,88.0,337.0,count,425
Friday,19,33.0,132.0,count,165
Friday,20,12.0,46.0,count,58
Friday,21,18.0,89.0,count,107
Friday,22,25.0,97.0,count,122
Friday,23,18.0,88.0,count,106
Saturday,0,,,count,115
Saturday,1,,,count,97
Saturday,2,,,count,67
Saturday,3,,,count,32
Saturday,4,,,count,15
Saturday,5,,,count,22
Saturday,6,,,count,45
Saturday,7,,,count,86
Saturday,8,,,count,203
Saturday,9,,,count,317
Saturday,10,,,count,438
Saturday,11,,,count,519
Saturday,12,,,count,555
Saturday,13,,,count,568
Saturday,14,,,count,580
Saturday,15,,,count,616
Saturday,16,,,count,632
Saturday,17,,,count,646
Saturday,18,,,count,513
Saturday,19,,,count,458
Saturday,20,,,count,367
Saturday,21,,,count,299
Saturday,22,,,count,240
Saturday,23,,,count,223
Sunday,0,,,count,144
Sunday,1,,,count,96
Sunday,2,,,count,71
Sunday,3,,,count,29
Sunday,4,,,count,14
Sunday,5,,,count,17
Sunday,6,,,count,30
Sunday,7,,,count,58
Sunday,8,,,count,116
Sunday,9,,,count,199
Sunday,10,,,count,309
Sunday,11,,,count,422
Sunday,12,,,count,510
Sunday,13,,,count,429
Sunday,14,,,count,205
Sunday,15,,,count,231
Sunday,16,,,count,322
Sunday,17,,,count,341
Sunday,18,,,count,289
Sunday,19,,,count,323
Sunday,20,,,count,224
Sunday,21,,,count,185
Sunday,22,,,count,152
Sunday,23,,,count,121
Monday,0,,,count,43
Monday,1,,,count,23
Monday,2,,,count,18
Monday,3,,,count,15
Monday,4,,,count,11
Monday,5,,,count,31
Monday,6,,,count,116
Monday,7,,,count,307
Monday,8,,,count,440
Monday,9,,,count,227
Monday,10,,,count,146
Monday,11,,,count,159
Monday,12,,,count,199
Monday,13,,,count,187
Monday,14,,,count,181
Monday,15,,,count,198
Monday,16,,,count,286
Monday,17,,,count,537
Monday,18,,,count,530
Monday,19,,,count,378
Monday,20,,,count,253
Monday,21,,,count,179
Monday,22,,,count,121
Monday,23,,,count,76
Tuesday,0,,,count,38
Tuesday,1,,,count,19
Tuesday,2,,,count,13
Tuesday,3,,,count,9
Tuesday,4,,,count,8
Tuesday,5,,,count,24
Tuesday,6,,,count,95
Tuesday,7,,,count,287
Tuesday,8,,,count,436
Tuesday,9,,,count,226
Tuesday,10,,,count,157
Tuesday,11,,,count,159
Tuesday,12,,,count,197
Tuesday,13,,,count,200
Tuesday,14,,,count,181
Tuesday,15,,,count,202
Tuesday,16,,,count,302
Tuesday,17,,,count,593
Tuesday,18,,,count,605
Tuesday,19,,,count,394
Tuesday,20,,,count,281
Tuesday,21,,,count,202
Tuesday,22,,,count,150
Tuesday,23,,,count,97
Wednesday,0,,,count,52
Wednesday,1,,,count,25
Wednesday,2,,,count,15
Wednesday,3,,,count,10
Wednesday,4,,,count,7
Wednesday,5,,,count,26
Wednesday,6,,,count,120
Wednesday,7,,,count,363
Wednesday,8,,,count,530
Wednesday,9,,,count,243
Wednesday,10,,,count,162
Wednesday,11,,,count,174
Wednesday,12,,,count,213
Wednesday,13,,,count,191
Wednesday,14,,,count,186
Wednesday,15,,,count,202
Wednesday,16,,,count,306
Wednesday,17,,,count,627
Wednesday,18,,,count,649
Wednesday,19,,,count,504
Wednesday,20,,,count,372
Wednesday,21,,,count,261
Wednesday,22,,,count,183
Wednesday,23,,,count,111
Thursday,0,,,count,55
Thursday,1,,,count,26
Thursday,2,,,count,18
Thursday,3,,,count,11
Thursday,4,,,count,9
Thursday,5,,,count,28
Thursday,6,,,count,126
Thursday,7,,,count,352
Thursday,8,,,count,543
Thursday,9,,,count,265
Thursday,10,,,count,155
Thursday,11,,,count,107
Thursday,12,,,count,126
Thursday,13,,,count,160
Thursday,14,,,count,151
Thursday,15,,,count,180
Thursday,16,,,count,228
Thursday,17,,,count,480
Thursday,18,,,count,489
Thursday,19,,,count,328
Thursday,20,,,count,253
Thursday,21,,,count,210
Thursday,22,,,count,160
Thursday,23,,,count,113
Friday,0,,,count,51
Friday,1,,,count,26
Friday,2,,,count,14
Friday,3,,,count,8
Friday,4,,,count,6
Friday,5,,,count,26
Friday,6,,,count,107
Friday,7,,,count,305
Friday,8,,,count,472
Friday,9,,,count,286
Friday,10,,,count,192
Friday,11,,,count,219
Friday,12,,,count,274
Friday,13,,,count,279
Friday,14,,,count,232
Friday,15,,,count,283
Friday,16,,,count,360
Friday,17,,,count,504
Friday,18,,,count,514
Friday,19,,,count,359
Friday,20,,,count,284
Friday,21,,,count,235
Friday,22,,,count,209
Friday,23,,,count,155
Saturday,0,,,count,131
Saturday,1,,,count,89
Saturday,2,,,count,62
Saturday,3,,,count,33
Saturday,4,,,count,18
Saturday,5,,,count,25
Saturday,6,,,count,43
Saturday,7,,,count,72
Saturday,8,,,count,140
Saturday,9,,,count,177
Saturday,10,,,count,236
Saturday,11,,,count,149
Saturday,12,,,count,185
Saturday,13,,,count,183
Saturday,14,,,count,122
Saturday,15,,,count,140
Saturday,16,,,count,151
Saturday,17,,,count,103
Sunday,7,,,count,36
Sunday,8,,,count,58
Sunday,9,,,count,144
Sunday,10,,,count,221
Sunday,11,,,count,327
Sunday,12,,,count,405
Sunday,13,,,count,423
Sunday,14,,,count,415
Sunday,15,,,count,417
Sunday,16,,,count,463
Sunday,17,,,count,427
Sunday,18,,,count,390
Sunday,19,,,count,347
Sunday,20,,,count,276
Sunday,21,,,count,186
Sunday,22,,,count,138
Sunday,23,,,count,93
Monday,0,,,count,34
Monday,1,,,count,18
Monday,2,,,count,12
Monday,3,,,count,8
Monday,4,,,count,6
Monday,5,,,count,18
Monday,6,,,count,70
Monday,7,,,count,211
Monday,8,,,count,326
Monday,9,,,count,169
Monday,10,,,count,116
Monday,11,,,count,130
Monday,12,,,count,194
Monday,13,,,count,195
Monday,14,,,count,157
Monday,15,,,count,169
Monday,16,,,count,229
Monday,17,,,count,526
Monday,18,,,count,389
Monday,19,,,count,297
Monday,20,,,count,208
Monday,21,,,count,149
Monday,22,,,count,106
Monday,23,,,count,68
Tuesday,0,,,count,27
Tuesday,1,,,count,15
Tuesday,2,,,count,9
Tuesday,3,,,count,6
Tuesday,4,,,count,4
Tuesday,5,,,count,15
Tuesday,6,,,count,72
Tuesday,7,,,count,205
Tuesday,8,,,count,363
Tuesday,9,,,count,180
Tuesday,10,,,count,123
Tuesday,11,,,count,133
Tuesday,12,,,count,179
Tuesday,13,,,count,181
Tuesday,14,,,count,161
Tuesday,15,,,count,171
Tuesday,16,,,count,251
Tuesday,17,,,count,490
Tuesday,18,,,count,468
Tuesday,19,,,count,332
Tuesday,20,,,count,250
Tuesday,21,,,count,164
Tuesday,22,,,count,133
Tuesday,23,,,count,90
Wednesday,0,,,count,42
Wednesday,1,,,count,22
Wednesday,2,,,count,12
Wednesday,3,,,count,7
Wednesday,4,,,count,6
Wednesday,5,,,count,17
Wednesday,6,,,count,87
Wednesday,7,,,count,277
Wednesday,8,,,count,472
Wednesday,9,,,count,221
Wednesday,10,,,count,155
Wednesday,11,,,count,157
Wednesday,12,,,count,197
Wednesday,13,,,count,190
Wednesday,14,,,count,179
Wednesday,15,,,count,202
Wednesday,16,,,count,271
Wednesday,17,,,count,540
Wednesday,18,,,count,483
Wednesday,19,,,count,462
Wednesday,20,,,count,268
Wednesday,21,,,count,208
Wednesday,22,,,count,164
Wednesday,23,,,count,80
Thursday,0,18.0,33.0,count,51
Thursday,1,7.0,14.0,count,21
Thursday,2,14.0,11.0,count,25
Thursday,3,7.0,7.0,count,14
Thursday,4,0.0,7.0,count,7
Thursday,5,1.0,22.0,count,23
Thursday,6,2.0,103.0,count,105
Thursday,7,7.0,335.0,count,342
Thursday,8,31.0,467.0,count,498
Thursday,9,29.0,178.0,count,207
Thursday,10,46.0,92.0,count,138
Thursday,11,51.0,141.0,count,192
Thursday,12,64.0,165.0,count,229
Thursday,13,50.0,169.0,count,219
Thursday,14,54.0,144.0,count,198
Thursday,15,39.0,135.0,count,174
Thursday,16,55.0,253.0,count,308
Thursday,17,61.0,567.0,count,628
Thursday,18,69.0,462.0,count,531
Thursday,19,79.0,364.0,count,443
Thursday,20,33.0,247.0,count,280
Thursday,21,17.0,160.0,count,177
Thursday,22,34.0,145.0,count,179
Thursday,23,15.0,111.0,count,126
Friday,0,6.0,58.0,count,64
Friday,1,4.0,28.0,count,32
Friday,2,9.0,11.0,count,20
Friday,3,4.0,4.0,count,8
Friday,4,2.0,2.0,count,4
Friday,5,0.0,20.0,count,20
Friday,6,3.0,73.0,count,76
Friday,7,6.0,253.0,count,259
Friday,8,22.0,434.0,count,456
Friday,9,30.0,190.0,count,220
Friday,10,34.0,106.0,count,140
Friday,11,51.0,141.0,count,192
Friday,12,82.0,178.0,count,260
Friday,13,72.0,207.0,count,279
Friday,14,75.0,208.0,count,283
Friday,15,69.0,277.0,count,346
Friday,16,82.0,299.0,count,381
Friday,17,78.0,377.0,count,455
Friday,18,50.0,305.0,count,355
Friday,19,67.0,220.0,count,287
Friday,20,38.0,158.0,count,196
Friday,21,28.0,121.0,count,149
Friday,22,33.0,114.0,count,147
Friday,23,30.0,68.0,count,98
Saturday,0,22.0,65.0,count,87
Saturday,1,17.0,57.0,count,74
Saturday,2,15.0,26.0,count,41
Saturday,3,17.0,18.0,count,35
Saturday,4,3.0,4.0,count,7
Saturday,5,3.0,9.0,count,12
Saturday,6,4.0,19.0,count,23
Saturday,7,5.0,33.0,count,38
Saturday,8,24.0,65.0,count,89
Saturday,9,83.0,118.0,count,201
Saturday,10,90.0,168.0,count,258
Saturday,11,66.0,128.0,count,194
Saturday,12,97.0,160.0,count,257
Saturday,13,153.0,200.0,count,353
Saturday,14,204.0,176.0,count,380
Saturday,15,187.0,201.0,count,388
Saturday,16,186.0,188.0,count,374
Saturday,17,170.0,201.0,count,371
Saturday,18,160.0,179.0,count,339
Saturday,19,147.0,148.0,count,295
Saturday,20,99.0,120.0,count,219
Saturday,21,71.0,93.0,count,164
Saturday,22,66.0,96.0,count,162
Saturday,23,46.0,77.0,count,123
Sunday,0,33.0,76.0,count,109
Sunday,1,37.0,38.0,count,75
Sunday,2,17.0,43.0,count,60
Sunday,3,20.0,23.0,count,43
Sunday,4,0.0,4.0,count,4
Sunday,5,1.0,5.0,count,6
Sunday,6,0.0,3.0,count,3
Sunday,7,10.0,20.0,count,30
Sunday,8,21.0,49.0,count,70
Sunday,9,87.0,102.0,count,189
Sunday,10,150.0,147.0,count,297
Sunday,11,174.0,163.0,count,337
Sunday,12,214.0,221.0,count,435
Sunday,13,245.0,174.0,count,419
Sunday,14,205.0,156.0,count,361
Sunday,15,218.0,192.0,count,410
Sunday,16,196.0,141.0,count,337
Sunday,17,204.0,172.0,count,376
Sunday,18,187.0,169.0,count,356
Sunday,19,178.0,150.0,count,328
Sunday,20,104.0,125.0,count,229
Sunday,21,104.0,103.0,count,207
Sunday,22,70.0,85.0,count,155
Sunday,23,46.0,58.0,count,104
Monday,0,31.0,66.0,count,97
Monday,1,19.0,35.0,count,54
Monday,2,17.0,22.0,count,39
Monday,3,4.0,12.0,count,16
Monday,4,3.0,5.0,count,8
Monday,5,2.0,4.0,count,6
Monday,6,6.0,5.0,count,11
Monday,7,11.0,30.0,count,41
Monday,8,45.0,56.0,count,101
Monday,9,63.0,89.0,count,152
Monday,10,107.0,137.0,count,244
Monday,11,101.0,207.0,count,308
Monday,12,141.0,212.0,count,353
Monday,13,154.0,235.0,count,389
Monday,14,145.0,212.0,count,357
Monday,15,111.0,142.0,count,253
Monday,16,92.0,192.0,count,284
Monday,17,37.0,77.0,count,114
Monday,18,31.0,92.0,count,123
Monday,19,52.0,123.0,count,175
Monday,20,26.0,56.0,count,82
Monday,21,20.0,40.0,count,60
Monday,22,15.0,49.0,count,64
Monday,23,3.0,17.0,count,20
Tuesday,0,1.0,7.0,count,8
Tuesday,2,0.0,2.0,count,2
Tuesday,3,1.0,0.0,count,1
Tuesday,4,1.0,3.0,count,4
Tuesday,5,1.0,20.0,count,21
Tuesday,6,0.0,72.0,count,72
Tuesday,7,6.0,166.0,count,172
Tuesday,8,15.0,349.0,count,364
Tuesday,9,18.0,167.0,count,185
Tuesday,10,16.0,90.0,count,106
Tuesday,11,11.0,78.0,count,89
Tuesday,12,16.0,51.0,count,67
Tuesday,13,5.0,24.0,count,29
Tuesday,14,3.0,21.0,count,24
Tuesday,15,18.0,71.0,count,89
Tuesday,16,11.0,95.0,count,106
Tuesday,17,15.0,276.0,count,291
Tuesday,18,22.0,351.0,count,373
Tuesday,19,12.0,269.0,count,281
Tuesday,20,13.0,150.0,count,163
Tuesday,21,12.0,109.0,count,121
Tuesday,22,5.0,79.0,count,84
Tuesday,23,2.0,56.0,count,58
Wednesday,0,1.0,12.0,count,13
Wednesday,1,2.0,3.0,count,5
Wednesday,2,2.0,4.0,count,6
Wednesday,3,1.0,1.0,count,2
Wednesday,4,0.0,4.0,count,4
Wednesday,5,1.0,15.0,count,16
Wednesday,6,1.0,74.0,count,75
Wednesday,7,3.0,83.0,count,86
Wednesday,8,9.0,319.0,count,328
Wednesday,9,14.0,176.0,count,190
Wednesday,10,3.0,63.0,count,66
Wednesday,11,1.0,9.0,count,10
Wednesday,12,1.0,21.0,count,22
Wednesday,13,2.0,9.0,count,11
Wednesday,14,1.0,24.0,count,25
Wednesday,15,3.0,55.0,count,58
Wednesday,16,7.0,137.0,count,144
Wednesday,17,21.0,264.0,count,285
Wednesday,18,18.0,219.0,count,237
Wednesday,19,14.0,212.0,count,226
Wednesday,20,3.0,93.0,count,96
Wednesday,21,4.0,34.0,count,38
Wednesday,22,3.0,26.0,count,29
Wednesday,23,3.0,21.0,count,24
Thursday,0,3.0,11.0,count,14
Thursday,1,0.0,4.0,count,4
Thursday,3,0.0,2.0,count,2
Thursday,4,0.0,3.0,count,3
Thursday,5,1.0,13.0,count,14
Thursday,6,1.0,55.0,count,56
Thursday,7,7.0,172.0,count,179
Thursday,8,7.0,188.0,count,195
Thursday,9,4.0,65.0,count,69
Thursday,10,8.0,57.0,count,65
Thursday,11,16.0,82.0,count,98
Thursday,12,17.0,85.0,count,102
Thursday,13,14.0,112.0,count,126
Thursday,14,15.0,105.0,count,120
Thursday,15,24.0,115.0,count,139
Thursday,16,5.0,151.0,count,156
Thursday,17,11.0,102.0,count,113
Thursday,18,2.0,66.0,count,68
Thursday,19,1.0,51.0,count,52
Thursday,20,6.0,83.0,count,89
Thursday,21,6.0,76.0,count,82
Thursday,22,5.0,65.0,count,70
Thursday,23,0.0,26.0,count,26
Friday,0,1.0,15.0,count,16
Friday,1,0.0,8.0,count,8
Friday,2,1.0,7.0,count,8
Friday,3,1.0,1.0,count,2
Friday,4,0.0,3.0,count,3
Friday,5,0.0,14.0,count,14
Friday,6,3.0,54.0,count,57
Friday,7,4.0,104.0,count,108
Friday,8,12.0,276.0,count,288
Friday,9,5.0,131.0,count,136
Friday,10,2.0,27.0,count,29
Friday,11,6.0,66.0,count,72
Friday,12,4.0,71.0,count,75
Friday,13,14.0,108.0,count,122
Friday,14,29.0,119.0,count,148
Friday,15,27.0,161.0,count,188
Friday,16,41.0,244.0,count,285
Friday,17,54.0,451.0,count,505
Friday,18,33.0,377.0,count,410
Friday,19,33.0,316.0,count,349
Friday,20,30.0,180.0,count,210
Friday,21,49.0,154.0,count,203
Friday,22,33.0,127.0,count,160
Friday,23,35.0,113.0,count,148
Saturday,0,32.0,84.0,count,116
Saturday,1,16.0,67.0,count,83
Saturday,2,18.0,46.0,count,64
Saturday,3,8.0,29.0,count,37
Saturday,4,3.0,4.0,count,7
Saturday,5,2.0,6.0,count,8
Saturday,6,0.0,6.0,count,6
Saturday,7,9.0,43.0,count,52
Saturday,8,16.0,103.0,count,119
Saturday,9,39.0,168.0,count,207
Saturday,10,85.0,233.0,count,318
Saturday,11,108.0,252.0,count,360
Saturday,12,144.0,260.0,count,404
Saturday,13,131.0,239.0,count,370
Saturday,14,129.0,230.0,count,359
Saturday,15,217.0,263.0,count,480
Saturday,16,170.0,261.0,count,431
Saturday,17,185.0,275.0,count,460
Saturday,18,119.0,241.0,count,360
Saturday,19,101.0,214.0,count,315
Saturday,20,78.0,167.0,count,245
Saturday,21,59.0,171.0,count,230
Saturday,22,49.0,126.0,count,175
Saturday,23,32.0,107.0,count,139
Sunday,0,29.0,79.0,count,108
Sunday,1,22.0,66.0,count,88
Sunday,2,16.0,60.0,count,76
Sunday,3,15.0,30.0,count,45
Sunday,4,3.0,6.0,count,9
Sunday,5,15.0,24.0,count,39
Sunday,6,4.0,16.0,count,20
Sunday,7,9.0,28.0,count,37
Sunday,8,25.0,69.0,count,94
Sunday,9,59.0,168.0,count,227
Sunday,10,120.0,214.0,count,334
Sunday,11,144.0,258.0,count,402
Sunday,12,113.0,298.0,count,411
Sunday,13,119.0,231.0,count,350
Sunday,14,120.0,222.0,count,342
Sunday,15,134.0,270.0,count,404
Sunday,16,180.0,303.0,count,483
Sunday,17,152.0,228.0,count,380
Sunday,18,110.0,229.0,count,339
Sunday,19,101.0,232.0,count,333
Sunday,20,65.0,161.0,count,226
Sunday,21,45.0,114.0,count,159
Sunday,22,21.0,74.0,count,95
Sunday,23,12.0,33.0,count,45
Monday,0,5.0,11.0,count,16
Monday,1,1.0,11.0,count,12
Monday,2,2.0,0.0,count,2
Monday,4,0.0,4.0,count,4
Monday,5,1.0,23.0,count,24
Monday,6,1.0,108.0,count,109
Monday,7,12.0,300.0,count,312
Monday,8,26.0,382.0,count,408
Monday,9,21.0,155.0,count,176
Monday,10,40.0,89.0,count,129
Monday,11,34.0,131.0,count,165
Monday,12,37.0,147.0,count,184
Monday,13,43.0,120.0,count,163
Monday,14,60.0,129.0,count,189
Monday,15,60.0,152.0,count,212
Monday,16,60.0,238.0,count,298
Monday,17,75.0,515.0,count,590
Monday,18,56.0,515.0,count,571
Monday,19,63.0,373.0,count,436
Monday,20,41.0,258.0,count,299
Monday,21,29.0,166.0,count,195
Monday,22,16.0,134.0,count,150
Monday,23,7.0,62.0,count,69
Tuesday,0,7.0,19.0,count,26
Tuesday,1,4.0,6.0,count,10
Tuesday,2,2.0,0.0,count,2
Tuesday,3,2.0,2.0,count,4
Tuesday,4,2.0,6.0,count,8
Tuesday,5,1.0,19.0,count,20
Tuesday,6,6.0,116.0,count,122
Tuesday,7,14.0,348.0,count,362
Tuesday,8,26.0,399.0,count,425
Tuesday,9,35.0,179.0,count,214
Tuesday,10,42.0,93.0,count,135
Tuesday,11,33.0,120.0,count,153
Tuesday,12,43.0,144.0,count,187
Tuesday,13,48.0,136.0,count,184
Tuesday,14,51.0,139.0,count,190
Tuesday,15,35.0,145.0,count,180
Tuesday,16,41.0,251.0,count,292
Tuesday,17,72.0,507.0,count,579
Tuesday,18,67.0,472.0,count,539
Tuesday,19,55.0,341.0,count,396
Tuesday,20,31.0,241.0,count,272
Tuesday,21,45.0,200.0,count,245
Tuesday,22,24.0,120.0,count,144
Tuesday,23,15.0,59.0,count,74
Wednesday,0,5.0,28.0,count,33
Wednesday,1,1.0,7.0,count,8
Wednesday,2,1.0,4.0,count,5
Wednesday,3,1.0,7.0,count,8
Wednesday,4,1.0,8.0,count,9
Wednesday,5,1.0,30.0,count,31
Wednesday,6,7.0,138.0,count,145
Wednesday,7,20.0,350.0,count,370
Wednesday,8,33.0,396.0,count,429
Wednesday,9,19.0,183.0,count,202
Wednesday,10,27.0,115.0,count,142
Wednesday,11,43.0,121.0,count,164
Wednesday,12,56.0,156.0,count,212
Wednesday,13,39.0,139.0,count,178
Wednesday,14,19.0,105.0,count,124
Wednesday,15,30.0,146.0,count,176
Wednesday,16,36.0,241.0,count,277
Wednesday,17,87.0,512.0,count,599
Wednesday,18,83.0,503.0,count,586
Wednesday,19,44.0,337.0,count,381
Wednesday,20,40.0,221.0,count,261
Wednesday,21,24.0,189.0,count,213
Wednesday,22,20.0,140.0,count,160
Wednesday,23,10.0,62.0,count,72
